file_name,external_id,client_id,loan_id,status,repayments_successful,repayments_failed,total_transactions,disbursement_date,total_disbursement_amount,total_repayment_amount,moratorium_processed,moratorium_period,moratorium_start_date,processing_time
56286.json,56286,35387,37917,SUCCESS,8,28,36,28 February 2025,280000.0,84240.0,False,,,
56294.json,56294,35388,37918,SUCCESS,9,12,21,28 February 2025,250000.0,135000.0,False,,,
56318.json,56318,35389,37919,FAILED,0,16,16,4 March 2025,200000.0,0,False,,,
56330.json,56330,35390,37920,FAILED,0,16,16,6 March 2025,120000.0,0,False,,,
56352.json,56352,35391,37921,SUCCESS,7,41,48,12 March 2025,480000.0,102249.0,False,,,
56353.json,56353,35392,37922,SUCCESS,8,13,21,12 March 2025,175000.0,84000.0,False,,,
56412.json,56412,35393,37923,SUCCESS,7,25,32,21 March 2025,200000.0,60900.0,False,,,
56422.json,56422,35394,37924,SUCCESS,7,29,36,22 March 2025,475000.0,120204.0,False,,,
56436.json,56436,35395,37925,SUCCESS,8,13,21,25 March 2025,275000.0,132000.0,False,,,
56454.json,56454,35396,37926,SUCCESS,7,17,24,28 March 2025,150000.0,55517.0,False,,,
56460.json,56460,35397,37927,FAILED,0,42,42,29 March 2025,425000.0,0,False,,,
56469.json,56469,35398,37928,SUCCESS,7,23,30,31 March 2025,450000.0,132720.0,False,,,
56517.json,56517,35399,37929,SUCCESS,1,15,16,31 March 2025,135000.0,10260.0,False,,,
56526.json,56526,35400,37930,FAILED,0,24,24,31 March 2025,150000.0,0,False,,,
56527.json,56527,35401,37931,FAILED,0,48,48,31 March 2025,460000.0,0,False,,,
56562.json,56562,35402,37932,FAILED,0,30,30,12 April 2025,320000.0,0,False,,,
56565.json,56565,35403,37933,SUCCESS,6,18,24,12 April 2025,150000.0,47586.0,False,,,
56566.json,56566,35404,37934,SUCCESS,6,24,30,14 April 2025,500000.0,133950.0,False,,,
56604.json,56604,35405,37935,SUCCESS,6,42,48,24 April 2025,600000.0,107640.0,False,,,
56609.json,56609,35406,37936,SUCCESS,6,18,24,24 April 2025,220000.0,68478.0,False,,,
56625.json,56625,35407,37937,SUCCESS,5,31,36,28 April 2025,700000.0,133665.0,False,,,
56650.json,56650,35408,37938,SUCCESS,1,5,6,30 April 2025,430000.0,20000.0,False,,,
56685.json,56685,35409,37939,FAILED,0,36,36,6 May 2025,350000.0,0,False,,,
56686.json,56686,35410,37940,FAILED,0,24,24,7 May 2025,250000.0,0,False,,,
56693.json,56693,35411,37941,FAILED,0,48,48,8 May 2025,970000.0,0,False,,,
56717.json,56717,35412,37942,SUCCESS,5,43,48,15 May 2025,420000.0,63345.0,False,,,
56735.json,56735,35413,37943,SUCCESS,5,31,36,16 May 2025,380000.0,73600.0,False,,,
56737.json,56737,35414,37944,SUCCESS,5,43,48,16 May 2025,450000.0,68470.0,False,,,
56755.json,56755,35415,37945,FAILED,0,30,30,19 May 2025,120000.0,0,False,,,
56760.json,56760,35416,37946,SUCCESS,5,19,24,20 May 2025,225000.0,58365.0,False,,,
5677.json,5677,35417,37947,SUCCESS,44,1,45,10 July 2021,1000000.0,880000.0,False,,,
56796.json,56796,35418,37948,SUCCESS,6,15,21,28 May 2025,225000.0,78930.0,False,,,
56817.json,56817,35419,37949,SUCCESS,5,43,48,31 May 2025,1050000.0,165000.0,False,,,
56871.json,56871,35420,37950,FAILED,0,26,26,6 June 2025,225000.0,0,False,,,
56883.json,56883,35421,37951,SUCCESS,4,20,24,11 June 2025,120000.0,24196.0,False,,,
56892.json,56892,35422,37952,SUCCESS,4,44,48,12 June 2025,410000.0,49036.0,False,,,
56899.json,56899,35424,37953,SUCCESS,4,32,36,13 June 2025,550000.0,79536.0,False,,,
56901.json,56901,35425,37954,SUCCESS,4,32,36,13 June 2025,250000.0,38192.0,False,,,
56903.json,56903,35426,37955,SUCCESS,5,21,26,13 June 2025,450000.0,116450.0,False,,,
56906.json,56906,35427,37956,SUCCESS,4,20,24,13 June 2025,500000.0,100816.0,False,,,
57008.json,57008,35428,37957,FAILED,0,16,16,8 July 2025,90000.0,0,False,,,
57009.json,57009,35429,37958,FAILED,0,24,24,8 July 2025,270000.0,0,False,,,
57034.json,57034,35430,37959,SUCCESS,3,39,42,16 July 2025,400000.0,39333.0,False,,,
57099.json,57099,35431,37960,SUCCESS,4,14,18,29 July 2025,275000.0,73820.0,False,,,
57115.json,57115,35432,37961,SUCCESS,3,39,42,31 July 2025,265000.0,27096.0,False,,,
57116.json,57116,35433,37962,FAILED,0,48,48,31 July 2025,565000.0,0,False,,,
57117.json,57117,35434,37963,FAILED,0,24,24,31 July 2025,160000.0,0,False,,,
57118.json,57118,35435,37964,SUCCESS,3,21,24,31 July 2025,150000.0,22902.0,False,,,
57120.json,57120,35436,37965,FAILED,0,24,24,31 July 2025,1250000.0,0,False,,,
57122.json,57122,35437,37966,SUCCESS,4,7,11,31 July 2025,150000.0,61020.0,False,,,
57125.json,57125,35438,37967,FAILED,0,48,48,31 July 2025,1200000.0,0,False,,,
57126.json,57126,35439,37968,SUCCESS,3,39,42,31 July 2025,265000.0,26886.0,False,,,
57127.json,57127,35440,37969,FAILED,0,36,36,31 July 2025,800000.0,0,False,,,
57128.json,57128,35441,37970,FAILED,0,24,24,31 July 2025,500000.0,0,False,,,
57129.json,57129,35442,37971,SUCCESS,2,34,36,31 July 2025,430000.0,31960.0,False,,,
57130.json,57130,35443,37972,FAILED,0,48,48,31 July 2025,650000.0,0,False,,,
57134.json,57134,35444,37973,SUCCESS,3,45,48,31 July 2025,1350000.0,123243.0,False,,,
57136.json,57136,35445,37974,FAILED,0,36,36,31 July 2025,290000.0,0,False,,,
57137.json,57137,35446,37975,FAILED,0,24,24,31 July 2025,220000.0,0,False,,,
57138.json,57138,35447,37976,FAILED,0,36,36,31 July 2025,345000.0,0,False,,,
5850.json,5850,35449,37977,SUCCESS,36,48,84,11 January 2022,1100000.0,846000.0,False,,,
64481.json,6448,35450,37978,SUCCESS,25,35,60,31 August 2023,305000.0,219350.0,False,,,
65931.json,6593,35451,37979,SUCCESS,25,35,60,25 August 2023,160000.0,119750.0,False,,,
6623.json,6623,35452,37980,FAILED,0,84,84,2 May 2023,14000000.0,0,False,,,
6624.json,6624,35453,37981,SUCCESS,25,59,84,10 May 2023,10000000.0,5625000.0,False,,,
6637.json,6637,35454,37982,SUCCESS,27,57,84,28 June 2023,350000.0,227259.0,False,,,
6645.json,6645,35455,37983,SUCCESS,27,57,84,29 June 2023,1500000.0,864000.0,False,,,
6716.json,6716,35456,37984,SUCCESS,21,39,60,30 July 2023,250000.0,148008.0,False,,,
6844.json,6844,35457,37985,SUCCESS,23,61,84,29 September 2023,400000.0,218362.0,False,,,
7255.json,7255,35458,37986,SUCCESS,17,67,84,24 March 2024,285000.0,116501.0,False,,,
7997.json,7997,35459,37987,SUCCESS,5,55,60,28 April 2025,1000000.0,130000.0,False,,,
BL 1014.json,10007,35460,37988,FAILED,0,24,24,21 May 2024,2000000.0,0,False,,,
BL 1018.json,10007,35461,37989,FAILED,0,18,18,22 August 2024,2500000.0,0,False,,,
BL 1022.json,10007,35462,37990,FAILED,0,30,30,30 September 2024,2500000.0,0,False,,,
BL 1026.json,10007,35463,37991,FAILED,0,18,18,28 February 2025,2000000.0,0,False,,,
BL 1030.json,10007,35464,37992,FAILED,0,15,15,28 February 2025,2000000.0,0,False,,,
BL 1034.json,10007,35465,37993,FAILED,0,12,12,24 March 2025,2000000.0,0,False,,,
BL 1038.json,10007,35466,37994,FAILED,0,24,24,28 March 2025,2000000.0,0,False,,,
BL 1047.json,10007,35467,37995,FAILED,0,24,24,31 March 2025,2000000.0,0,False,,,
BL 1051.json,10007,35468,37996,FAILED,0,15,15,29 April 2025,2000000.0,0,False,,,
BL 1060.json,10007,35469,37997,FAILED,0,18,18,16 May 2025,2000000.0,0,False,,,
BL 1064.json,10007,35470,37998,FAILED,0,15,15,9 June 2025,2000000.0,0,False,,,
BL 1069.json,10007,35471,37999,FAILED,0,24,24,11 June 2025,2500000.0,0,False,,,
BL 1071.json,10007,35472,38000,FAILED,0,12,12,30 June 2025,5000000.0,0,False,,,
BL 1081.json,10007,35473,38001,FAILED,0,18,18,2 July 2025,2500000.0,0,False,,,
BL 1083.json,10007,35474,38002,FAILED,0,6,6,26 July 2025,5000000.0,0,False,,,
BL 1089.json,10007,35475,38003,FAILED,0,15,15,31 July 2025,2500000.0,0,False,,,
BL 1092.json,10007,35476,38004,FAILED,0,36,36,31 July 2025,5000000.0,0,False,,,
EM 163.json,10007,35477,38005,SUCCESS,10,0,10,20 August 2024,27000.0,27000.0,False,,,
EM 169.json,10007,35478,38006,FAILED,0,9,9,8 November 2024,45000.0,0,False,,,
EM 171.json,10007,35479,38007,SUCCESS,10,0,10,21 November 2024,28000.0,28000.0,False,,,
EM 173.json,10007,35480,38008,SUCCESS,6,0,6,16 January 2025,30000.0,30000.0,False,,,
EM 176.json,10007,35481,38009,SUCCESS,7,3,10,22 February 2025,30000.0,21000.0,False,,,
EM 177.json,10007,35482,38010,SUCCESS,7,5,12,18 March 2025,60000.0,35000.0,False,,,
EM 178.json,10007,35483,38011,FAILED,0,10,10,5 April 2025,38000.0,0,False,,,
EM 179.json,10007,35484,38012,FAILED,0,8,8,5 April 2025,50000.0,0,False,,,
EM 181.json,10007,35485,38013,FAILED,0,10,10,5 May 2025,50000.0,0,False,,,
EM 185.json,10007,35486,38014,FAILED,0,6,6,9 June 2025,33000.0,0,False,,,
EM 186.json,10007,35487,38015,SUCCESS,3,7,10,30 June 2025,35000.0,10500.0,False,,,
EM 188.json,10007,35488,38016,SUCCESS,3,3,6,16 July 2025,24000.0,12000.0,False,,,
P 523951.json,10007,35489,38017,SUCCESS,9,0,9,25 January 2025,16311.0,17847.0,False,,,
P 529871.json,10007,35490,38018,SUCCESS,9,0,9,16 January 2025,15441.0,16758.0,False,,,
P 533161.json,10007,35491,38019,FAILED,0,9,9,31 December 2024,16982.0,0,False,,,
P 534031.json,10007,35492,38020,SUCCESS,9,0,9,31 December 2024,11312.0,12474.0,False,,,
P 536641.json,10007,35493,38021,SUCCESS,6,0,6,28 February 2025,8315.0,8874.0,False,,,
P 539211.json,10007,35494,38022,SUCCESS,5,0,5,26 March 2025,16575.0,17630.0,False,,,
P 541631.json,10007,35495,38023,SUCCESS,4,5,9,10 June 2025,38071.0,18512.0,False,,,
P 544881.json,10007,35496,38024,FAILED,0,9,9,21 July 2025,14726.0,0,False,,,
P 546851.json,10007,35497,38025,FAILED,0,9,9,2 May 2025,41209.0,0,False,,,
P 555501.json,10007,35498,38026,FAILED,0,6,6,1 July 2025,9621.0,0,False,,,
P 556671.json,10007,35499,38027,FAILED,0,9,9,6 June 2025,8753.0,0,False,,,
TU-71045.json,10007,35500,38028,SUCCESS,21,0,21,22 June 2023,100000.0,122850.0,False,,,
TU-71056.json,10007,35501,38029,SUCCESS,19,5,24,13 March 2024,500000.0,483550.0,False,,,
TU-71066.json,10007,35503,38030,FAILED,0,12,12,8 May 2025,75000.0,0,False,,,
